Smiles,Standard Value
Clc1cc(Nc2nc(nc3n(cnc23)CC)N[C@@H]2C[C@H]([NH3+])CCC2)ccc1,1
Clc1cc(Nc2nc(ncc2C(F)(F)F)Nc2cc3nc[nH]c3cc2)ccc1,1
Clc1cc(Nc2nc(ncn2)-c2cc(NCCCO)cnc2)ccc1,1
Clc1cc(Nc2nc(ncn2)-c2cc(ncc2)NCCCO)ccc1,1
Clc1cc(Nc2nc(ncn2)-c2nc(NCCCO)cnc2)ccc1,1
Clc1cc(Nc2nc3cc(ccc3c3c2ccnc3)C(=O)[O-])ccc1,1
Clc1cc(Nc2ncnc(c2)-c2cc(NCCCO)cnc2)ccc1,0
Clc1cc(Nc2ncnc3c2[nH]nc3C(C)C)ccc1,1
Clc1cc(Nc2ncnc3n(cnc23)C(C)C)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(NCc4cc(OC)ccc4)c23)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(NCc4ccc(OC)cc4)c23)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(Nc4cc(O)ccc4)c23)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(Nc4cc(OC)ccc4)c23)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(Nc4ccc(N(C)C)cc4)c23)ccc1,1
Clc1cc(Nc2ncnc3n[nH]c(Nc4ccc(NC(OC(C)(C)C)=O)cc4)c23)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(Nc4ccc(OC)cc4)c23)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(c23)-c2cc(N)ccc2)ccc1,1
Clc1cc(Nc2ncnc3n[nH]c(c23)-c2cc(O)ccc2)ccc1,1
Clc1cc(Nc2ncnc3n[nH]c(c23)-c2ccc(N)cc2)ccc1,0
Clc1cc(Nc2ncnc3n[nH]c(c23)-c2ccc(O)cc2)ccc1,1
Clc1cc(\N=C\2/N=C(Nc3n(cnc/23)C(C)C)NCCO)ccc1,0
Clc1cc(c2OC(=CC(=O)c2c1)c1ccc(Cl)cc1)C[NH+]1CCOCC1,0
Clc1cc(c2OC(=CC(=O)c2c1)c1ccc([N+](=O)[O-])cc1)C[NH+]1CC[NH+](CC1)C,0
Clc1cc(c2OC(=CC(=O)c2c1)c1ccc([N+](=O)[O-])cc1)C[NH+]1CC[NH2+]CC1,0
